agency_name,unique_id,user_code,post_url,post_topic,comment_text,comment_timestamp,sentiment_label,year
DOLE,CMT754,U0754,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Sir Maam magandang tanghali po ang 13mont po para po sa lahat bakit po ang sabcon wala po 13 months at iba pang makukuha pls hepl po,2022-12-15 12:22:00,2022.0,Negative
DOLE,CMT755,U0755,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Ano po kayang magandang gawin last july 2022 resign po ako sa agency namin till now hindi pa rin po nabibigay yung 13th month po namin ano po kayang magandang gawin na ireklamo yung agency,2023-03-22 16:13:00,2023.0,Positive
DOLE,CMT756,U0756,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Kami Po Wala n ngang benefits late magpasahod deduct o Ng deduct tapos Wala din 13th month pay paki audit nmn Po company namin,2022-12-06 07:24:00,2022.0,Negative
DOLE,CMT757,U0757,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Pano po mag sumba sa dole mga boss,2022-12-03 19:13:00,2022.0,Negative
DOLE,CMT758,U0758,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Pano kng hindi binigay ng on or before dec 24 my sagutin pb cla dhil RA yan ???,2023-03-25 19:45:00,2023.0,Positive
DOLE,CMT759,U0759,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Paano po kapag hanggang ngayon wala pa din Yung 13 month pay?,2023-01-09 23:24:00,2023.0,Negative
DOLE,CMT760,U0760,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Sir / ma'am pwede po ba mgtanong paano po proseso ng backpay finish contract n po Asawa q gaano po katagal ung proseso para mkuha ng asawa ko backpay at sahod po nia,2022-12-01 06:52:00,2022.0,Negative
DOLE,CMT761,U0761,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Kait mag rekla mo ka dole. Wala naman Sila Gina gawa.. Reltalk,2022-03-22 19:29:00,2022.0,Positive
DOLE,CMT762,U0762,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Hello po sir/madam ano po ba pwedeng ireklamo sa among ndi ngbibigay Ng 13th month pay kahit 1 year and 4 months kna po?,2023-01-25 11:01:00,2023.0,Negative
DOLE,CMT763,U0763,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,"Samen po hindi sinama ung december,,january to november lng ,,tama po ba un,",2022-12-30 10:37:00,2022.0,Negative
DOLE,CMT764,U0764,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Pano po sa mga hanggang ngayon di pa po nakaka kuha ng 13th month dahil daw po naka maternity leave po. Kasi until now wala parin po yung 13th month ko and kaka process palang po nila ang sabi po na hintayin ko nalang daw pero hanggang ngayon wala parin,2022-12-28 11:49:00,2022.0,Positive
DOLE,CMT765,U0765,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Shout out sa mga private co. na hindi nagbgay ng 13th month pay,2022-12-26 15:27:00,2022.0,Negative
DOLE,CMT766,U0766,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,"Gud pm po, I concern ko lang po ung 13mo namin, Kasi po 11.5 mo's lang po Ang ginawang computation instead of 12mos, ung last cut-off po namin ay Di nila isinama, Kasi daw po dipa tapos Ang buwan, at carry over to the next 13mo, allowed po ba ito Ng batas?",2022-12-22 12:46:00,2022.0,Negative
DOLE,CMT767,U0767,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Sbi po ng company nmin wla dw pong bayad ung 25 ska po ung january 1..dhil natapat dw po ng linggo un?dapat po b n hndi byaran ung regular holiday kht linggo natapat?,2022-12-22 06:46:00,2022.0,Negative
DOLE,CMT768,U0768,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,ako nga muntik p di ibigay e bukas pa ako pinapunta office hahhaah kung dikopa sasabihin tungkol dito sa guidelines dipa ata matata uhan e,2022-12-22 00:46:00,2022.0,Positive
DOLE,CMT769,U0769,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Ako nga umalis nlng sa trabho wla ngang nkuha khit backpay dios q na hotel yan avenida,2022-12-18 12:32:00,2022.0,Positive
DOLE,CMT770,U0770,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Sana all nalang talaga,2022-12-18 09:09:00,2022.0,Negative
DOLE,CMT771,U0771,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,"Kami po higit dalawang taon na po nag tatrabaho dito sa SMTZ MERCHANDISING
#142 Bagbaguin,Pandi Bulacan
Bilang isang mananahi,pakyawan po kami dito
Wala po kami kahit isang luckymee man lang na natanggap....
Pinaasa pa nga kami sa. Christmas party na pinangako noong nakaraang taon
Ginawa lang kaming kakatawanan
Tulungan nyo naman po kami na makuha namin ang aming 13month pay🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",2022-12-17 08:10:00,2022.0,Positive
DOLE,CMT772,U0772,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Ma'am from bataan pwede Po ba maka pag reklamo ung security agency Wala Po kaming natatanggap na 13th month pay walang benefits walang back pay kaya Po napilitan Po ako mag resign sana Po matulungan nyo Po kami,2022-12-12 07:20:00,2022.0,Negative
DOLE,CMT773,U0773,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,"Magandang umaga po,may matatanggap po bang 13th month ang on-call employee? Wala po kaming deduction sa sss,pag ibig at philhealt pero mag iisang taon na po ako sa trabaho ko this jan.7",2022-12-11 06:33:00,2022.0,Positive
DOLE,CMT774,U0774,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,"Paano po ba Yun mga wala man Lang benefits tulad ng sss, philhealth at Pag ibig, ilang beses na po ng notice Yun Pag ibig sa amin pero wala din nangyari hanggang notice at final warning Lang sila, tulad sa amin malaking ihawan kmi hindi kmi tulad sa nasa kalye Lang pasma at pagod kalaban nmin pero wala kaming philhealth sa oras n mgkasakit kmi paano kmi 5yrs n po ako wala ding sss,",2022-12-09 20:37:00,2022.0,Positive
DOLE,CMT775,U0775,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Pano pag di Sila magbigay ?,2022-12-09 11:21:00,2022.0,Negative
DOLE,CMT776,U0776,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Magandang hapon Po ma'am sir..gusto ko din Po sana mag tanong..Kong pano Po ba Ang computation Ng 13th monthpay..Sako Po 7 years and 8 months na Po ako..ni Isang holyday Po Wala Po ako natanggap..Anu Po ba dapat Gawin?,2022-12-06 17:48:00,2022.0,Negative
DOLE,CMT777,U0777,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,sir mam mababang pasweldo wala bayad doblepay twing holiday paano po kung wala din ibigay na 13th month pay ano po ang gagawin sana po masilip kahit konti salamat po,2022-12-04 21:10:00,2022.0,Positive
DOLE,CMT778,U0778,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Yung asawa ko nga hindi binabayaran ang holidays nya kc hindi daw regular,2022-12-04 20:54:00,2022.0,Positive
DOLE,CMT779,U0779,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Panu naman po yung sahud monthly 30k.tapos yung 13m pay. 10k lang po?,2022-12-02 19:47:00,2022.0,Negative
DOLE,CMT780,U0780,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,sana all my 13th mo.pay,2022-11-30 07:52:00,2022.0,Negative
DOLE,CMT781,U0781,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,sana all,2022-11-30 07:29:00,2022.0,Negative
DOLE,CMT782,U0782,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,"nag file po ako sa dole dahil mula nag resign ako inabot ng almost 9 months ung lastpay ko and savings di ko padin nkukuha kaya nag try po ako matulungan ng dole.banda huli ako pa pala ung bibigyan ng sulat ng dati ko work.dahil pina dole ko sila after 9 months ng di nila pag tungon sa last pay ko
 oh my dole bat ganun 1 month upon resignstion lng po db dapat nabigay na ung lastpay ko tsk tsk tsk",2022-11-29 23:50:00,2022.0,Positive
DOLE,CMT783,U0783,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Hello po DOLE Central Luzon pno po kung ngresign po this nov.15 my makukuha pdin po ba aq na 13th pay from my employer?salamat po,2022-11-29 20:56:00,2022.0,Negative
DOLE,CMT784,U0784,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,job order left the group,2022-11-29 11:07:00,2022.0,Negative
DOLE,CMT785,U0785,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Hindi lahat ganyan comoutation tih hahaha😆😆😆 pag nagsusumbing sa inyo empleyado tinatalikuran niyo teh wag kayong mapagpanggap🤣🤣🤣,2022-11-28 23:04:00,2022.0,Positive
DOLE,CMT786,U0786,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,"Kasama po ba kami sa 13th month pay. Kahit na nagstart lang nmin nung Nov. 9,",2022-11-28 21:14:00,2022.0,Negative
DOLE,CMT787,U0787,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Hindi lahat ganyan computation,2022-11-28 20:06:00,2022.0,Negative
DOLE,CMT788,U0788,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,"September pa po ako nagresign sa trabaho hanggang wla pa ung 13th month ko, nagpunta na din po ako sa dole para tulungan ako, hinihinty ko pa rin matapos ang 7 days na sabi ng dole, hanggang ngayun waiting, kelan kaya, mababago ang sistema ng bansang pilipinas????",2022-11-28 19:44:00,2022.0,Positive
DOLE,CMT789,U0789,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,sino un Kilala ko din b,2022-11-28 19:24:00,2022.0,Negative
DOLE,CMT790,U0790,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,313 days ?,2022-11-28 19:20:00,2022.0,Negative
DOLE,CMT791,U0791,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,My klala akong d ngbibigay ng gnyan kht ot wla,2022-11-28 17:50:00,2022.0,Negative
DOLE,CMT792,U0792,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Unfair Naman samin ma'am regular duty namin araw araw ay 12 hrs tas Minsan naabot pa 18hrs every day yan pero bakit Ang 13th month pay namin naka basi lang sa 8hrs duty?,2022-11-28 17:17:00,2022.0,Positive
DOLE,CMT793,U0793,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Sana po kahit natanggal na sa trabho ibigay prin po un13th month pay ng asawa ko,2022-11-28 16:31:00,2022.0,Negative
DOLE,CMT794,U0794,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,sana all nalng,2022-11-28 16:08:00,2022.0,Negative
DOLE,CMT795,U0795,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Sana all nalang,2022-11-28 16:13:00,2022.0,Negative
DOLE,CMT796,U0796,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Sana all nlang ..,2022-11-28 13:48:00,2022.0,Negative
DOLE,CMT797,U0797,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,ang tanong nasusunod ba yan?????????????,2022-11-28 13:36:00,2022.0,Negative
DOLE,CMT798,U0798,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,sana oollllllsssss!!,2022-11-28 13:20:00,2022.0,Negative
DOLE,CMT799,U0799,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,naol,2022-11-28 12:47:00,2022.0,Negative
DOLE,CMT800,U0800,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Mam katulad po namin mga construction electrician meron din puba kaming 13month pay,2022-11-28 12:35:00,2022.0,Positive
DOLE,CMT801,U0801,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Kame naman nag file ng reklamo wala naman Responce.,2022-11-28 12:19:00,2022.0,Negative
DOLE,CMT802,U0802,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,Salamat sa Dole nakuha ko na,2022-11-28 11:35:00,2022.0,Negative
DOLE,CMT803,U0803,https://www.facebook.com/dole.centralluzon/posts/pfbid0x9W4UrpFxPmuZDsURCRGpTKhGEfxNLfPwpVophqLrPwPPhCoohZR94DGwTw2YcBZl,labor regulation,"No comment nalang po!!!
 At sana all nalang sa mga mabibigyan ng TAMA.",2022-11-28 11:06:00,2022.0,Negative
DOLE,CMT804,U0804,https://www.facebook.com/dole.centralluzon/posts/pfbid04zvDybCHizVzx4y4SbrLWqpB5xAipx6SKLaMxGfr1dGmLdgvVdPdZmuXCgq2wsrLl,labor regulation,Ask lng po pg di ka regular sa company di ka po ba bayad pg my espcial holiday or pg pula kalendaryo,2022-12-26 21:11:00,2022.0,Negative
DOLE,CMT805,U0805,https://www.facebook.com/dole.centralluzon/posts/pfbid04zvDybCHizVzx4y4SbrLWqpB5xAipx6SKLaMxGfr1dGmLdgvVdPdZmuXCgq2wsrLl,labor regulation,May mga kompanya na hinde sumusunod ang h.r sa mga policy ng dole merun clang workers n nag wrk ng almost 10 yrs n binigay lang n bck pay is 5k bigla sinara yung hotels then declare n bangkrup daw' according to the hr manager,2023-01-20 18:44:00,2023.0,Positive
DOLE,CMT806,U0806,https://www.facebook.com/dole.centralluzon/posts/pfbid04zvDybCHizVzx4y4SbrLWqpB5xAipx6SKLaMxGfr1dGmLdgvVdPdZmuXCgq2wsrLl,labor regulation,menimum walana mahal na bilihin,2022-12-28 11:11:00,2022.0,Negative
DOLE,CMT807,U0807,https://www.facebook.com/dole.centralluzon/posts/pfbid02YsfUyu2oiUh9Q774UFdqVrWCZReKSKt2y9WXSEjtdTPZzcwtwc2Y8Af1xTVmtJ6Ll,labor regulation,Sana all 8hrs duty.,2022-12-18 08:08:00,2022.0,Negative
DOLE,CMT808,U0808,https://www.facebook.com/dole.centralluzon/posts/pfbid02YsfUyu2oiUh9Q774UFdqVrWCZReKSKt2y9WXSEjtdTPZzcwtwc2Y8Af1xTVmtJ6Ll,labor regulation,mag papasko na po pero ung 13th month pay nmin d p bnbgay ng agency nmin,2022-12-20 19:45:00,2022.0,Negative
DOLE,CMT809,U0809,https://www.facebook.com/dole.centralluzon/posts/pfbid02YsfUyu2oiUh9Q774UFdqVrWCZReKSKt2y9WXSEjtdTPZzcwtwc2Y8Af1xTVmtJ6Ll,labor regulation,Tama dapat mag inspc kayo lalo mga security agency sa valenzuela dmi culorum...malapit sa city hall ng valenzuela Dmi rin ewan ko bakit di payan mahuli huli mga kawawa namn po employee may 300 per day pasahod at wala pa 13month Kakaawa mga security agency dapat po matulungan nyo po sila maayos manlang pasahod..lalo na may ari ng NAFRA SECURITY AGENCY AT TEAMLUCK NA YAN mga walang awa sa empleyadong kapos ang sahod,2022-12-13 12:40:00,2022.0,Positive
DOLE,CMT810,U0810,https://www.facebook.com/dole.centralluzon/posts/pfbid02YsfUyu2oiUh9Q774UFdqVrWCZReKSKt2y9WXSEjtdTPZzcwtwc2Y8Af1xTVmtJ6Ll,labor regulation,Dpat po kse magcheck kau saa mga establishment oh company empleyado tanungin nio if nasaa minimum ba sila hindi ung puro kau post lang mai nagrereport sa inio hindi nio nmn aaksyunan,2022-12-09 22:01:00,2022.0,Positive
DOLE,CMT811,U0811,https://www.facebook.com/dole.centralluzon/posts/pfbid0bsduFyDx3EeEUxXVJT2J5z2AFKZpK38LpTYhZc3EpF7xSa1KyVGdUtiYRrNmoiMel,announcement,Congratulations po! 🎉🎉🎉💯,2022-12-09 08:06:00,2022.0,Neutral
DOLE,CMT812,U0812,https://www.facebook.com/dole.centralluzon/posts/pfbid0bsduFyDx3EeEUxXVJT2J5z2AFKZpK38LpTYhZc3EpF7xSa1KyVGdUtiYRrNmoiMel,announcement,congrats,2022-12-12 11:46:00,2022.0,Neutral
DOLE,CMT813,U0813,https://www.facebook.com/dole.centralluzon/posts/pfbid0bsduFyDx3EeEUxXVJT2J5z2AFKZpK38LpTYhZc3EpF7xSa1KyVGdUtiYRrNmoiMel,announcement,Congrats po,2022-12-08 22:56:00,2022.0,Neutral
DOLE,CMT814,U0814,https://www.facebook.com/dole.centralluzon/posts/pfbid0bsduFyDx3EeEUxXVJT2J5z2AFKZpK38LpTYhZc3EpF7xSa1KyVGdUtiYRrNmoiMel,announcement,Sana Po sagutin nman Po kaming mga pobri nag reclamo Po ako sir ma'am ako poy Isang lady guard dto sa bayan ng staaria Po Bulacan ngaun powala Po kami natangap na double pay at 13month myrun kaya lng kada sahod naka stats Po dun Yun 500 ano Po ba gagawin ko at sinu Po lalapitan ko,2023-01-08 19:34:00,2023.0,Positive
DOLE,CMT815,U0815,https://www.facebook.com/dole.centralluzon/posts/pfbid0bsduFyDx3EeEUxXVJT2J5z2AFKZpK38LpTYhZc3EpF7xSa1KyVGdUtiYRrNmoiMel,announcement,Congratulations po sa inyo.,2022-12-08 19:08:00,2022.0,Neutral
DOLE,CMT816,U0816,https://www.facebook.com/dole.centralluzon/posts/pfbid0bsduFyDx3EeEUxXVJT2J5z2AFKZpK38LpTYhZc3EpF7xSa1KyVGdUtiYRrNmoiMel,announcement,Congrats po,2022-12-08 20:34:00,2022.0,Neutral
DOLE,CMT817,U0817,https://www.facebook.com/dole.centralluzon/posts/pfbid0bsduFyDx3EeEUxXVJT2J5z2AFKZpK38LpTYhZc3EpF7xSa1KyVGdUtiYRrNmoiMel,announcement,Congrats po,2023-01-08 19:27:00,2023.0,Neutral
DOLE,CMT818,U0818,https://www.facebook.com/dole.centralluzon/posts/pfbid0UhsdVBJqu2kMjWhGjogkpwDvcEEh1zdvaX6MvPem7NCF271nGKDvmyuMKL9iHzMUl,announcement,wala na po bang balita sa mga approved ang status sa dole akap kung kelan ang release?,2023-02-04 09:41:00,2023.0,Negative
DOLE,CMT819,U0819,https://www.facebook.com/dole.centralluzon/posts/pfbid0UhsdVBJqu2kMjWhGjogkpwDvcEEh1zdvaX6MvPem7NCF271nGKDvmyuMKL9iHzMUl,announcement,Thank you very much! In TUPAD I just want to involve the homeless kids and homeless men who are cleaning the roads and streets. And they are very used to the streets. To make the youth aware of the environment. And the money can be used for their needs. You have the guidance.,2023-03-09 16:15:00,2023.0,Neutral
DOLE,CMT820,U0820,https://www.facebook.com/dole.centralluzon/posts/pfbid0UhsdVBJqu2kMjWhGjogkpwDvcEEh1zdvaX6MvPem7NCF271nGKDvmyuMKL9iHzMUl,announcement,san po pwdi mag reklamo dahil po pinag hold mo ng ot q,2023-02-17 10:44:00,2023.0,Negative
DOLE,CMT821,U0821,https://www.facebook.com/dole.centralluzon/posts/pfbid0UhsdVBJqu2kMjWhGjogkpwDvcEEh1zdvaX6MvPem7NCF271nGKDvmyuMKL9iHzMUl,announcement,"Binawasan po ang sahod ko 2 hours , kahit 4 days lng pinasok KO. San po pwede mag reklamo",2023-02-11 15:21:00,2023.0,Negative
DOLE,CMT822,U0822,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,saan po ung clark satelite office nyu po located ?,2023-05-15 19:52:00,2023.0,Negative
DOLE,CMT823,U0823,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Nsa batas ba na pg contractual lang bwal iapproved ng hr ang loan ng empleyado?,2023-03-15 10:57:00,2023.0,Negative
DOLE,CMT824,U0824,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Magkno n po ba Ng provincial rate ngaun,2023-04-28 09:29:00,2023.0,Negative
DOLE,CMT825,U0825,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,"Hoping Po na sana may mga kawani Ng DOLE Ang umikot sa mga malls at icheck kung Ang lahat Ng mga empleyado ay my mga benefits , kadalasan Po kasi sa mga tenants ay walng mga benefits,sana bigyang pansin Po,,,",2023-02-17 16:03:00,2023.0,Positive
DOLE,CMT826,U0826,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,tanong ko lang po gaano po ba katagal iprocess ang backpay bago maibigay sa trabahador na nagresign ? pwede po ba yung aabot ng 3 or 4 months bago nila ibigay ang back pay ng nagresign?,2023-05-30 20:52:00,2023.0,Negative
DOLE,CMT827,U0827,https://www.facebook.com/dole.centralluzon/posts/pfbid0F3LTueqUZLVLsDrFUP5cKUN6Sr3XqXZVkqybbHnVuVFtoQ5t14hrDikcbKpcURA1l,public advisory,Tanong q lng po ung company d2 s mariveles Bataan po nag force leave po Ng 6 months beause our company has no sufficient orders and lack of raw materials.ay hnd po lht tinawagan n bumalik...ngaun po ung anak q po n regular s pabrika n ito at tinanggal n DW po xa KC pinapabalik n DW po xa pero hnd po kaagad nkpagreport...Nung ngreport po xa Ang Sabi s office mg file n DW xa Ng voluntary resignation at doon pwede DW po xang pbalikin s company n ito ...NSA batas po b un n pg gusto kng tanggalin Ng company tatanggalin k n lng agad agad n wla manlang bayad s serbisyo n halos 6yrs regular s serbisyo....slamat po sna po msagot nio po Ang akng ktanungan po,2023-03-05 12:36:00,2023.0,Positive
